title,artist,link
Untitled (Unknown),Unknown,/record/99905?highlight=*:*
Untitled (Unknown),Unknown,/record/99920?highlight=*:*
Woman in Garden (1952),Mollie E N Langlands,/record/22652?highlight=*:*
Untitled (2007),Regine Osbakk,/record/99896?highlight=*:*
Standing Male Nude (1951),Mrs Matilda Smith,/record/21227?highlight=*:*
Plate,Emma Gillies,/record/53715?highlight=*:*
Unknown,Elizabeth Blackadder,/record/50636?highlight=*:*
Unknown,Gibbs,/record/50415?highlight=*:*
Unknown (Circa 1890),Unknown,/record/50462?highlight=*:*
Standing Male Nude (1958),Sarah Shaw,/record/20818?highlight=*:*
Portrait of a Girl (1937),Vanessa Bell,/record/99798?highlight=*:*
Reclining Female Nude (1948),Victorine Anne Schilsky,/record/20831?highlight=*:*
Teapot (1924),Emma Gillies,/record/53742?highlight=*:*
Portrait of a Woman (1957-1958),Hillary Lewis,/record/21161?highlight=*:*
Unknown (1946),William G. Craig,/record/50510?highlight=*:*
Embroidered cloth,Winsome Douglass,/record/113836?highlight=*:*
Untitled - Portrait of Red-Haired Woman (1965),Ian Paterson,/record/99410?highlight=*:*
Standing Female Nude (31 Mar 1954),John P Busby,/record/21432?highlight=*:*
Teacup,Emma Gillies,/record/53637?highlight=*:*
Portrait of a Woman (1960),Elise Brown,/record/20976?highlight=*:*
Santa Maria Dalla Salute,William Wilson,/record/21652?highlight=*:*
Plate,Emma Gillies,/record/53719?highlight=*:*
Unknown (1950),Valerie A. Cockburn (Gage),/record/50555?highlight=*:*
Unknown,Unknown,/record/53544?highlight=*:*
Male Portrait (1959),Denness Morton,/record/22710?highlight=*:*
Standing Female Nude (1953),Iain West,/record/20782?highlight=*:*
Hand Thrown Bowl,Emma Gillies,/record/53733?highlight=*:*
1986 Edinburgh College of Art Degree Show (1986),Hilary A. Fisher,/record/21582?highlight=*:*
Untitled - Portrait of Female in Hat (1964),Eleanor Maiden,/record/99361?highlight=*:*
Collection of Botanical Illustration Days in One,Sylvia Mackiewicz,/record/21560?highlight=*:*
Unknown,Unknown,/record/53508?highlight=*:*
Portrait of a Woman (1954),John P Busby,/record/21378?highlight=*:*
Seated Figures and Flight of Stairs (1968),Ronald D. Forbes,/record/22521?highlight=*:*
Untitled (1985),Jason Praete,/record/21587?highlight=*:*
Girl in a Mask (Unknown),Cecil Collins,/record/21681?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20700?highlight=*:*
Untitled (1953),Nil Bjorklund,/record/21685?highlight=*:*
Replica cast (brown) of Parthenon slab FGE35 ?,Unknown,/record/20651?highlight=*:*
Portrait of a Man (11 Nov 1957),R Wright,/record/20904?highlight=*:*
Untitled,Peter Picket,/record/112449?highlight=*:*
Teacup,Emma Gillies,/record/53641?highlight=*:*
Body (2014),Rachel Hill,/record/47447?highlight=*:*
Unknown (1938),Betty M. Ferguson,/record/53522?highlight=*:*
Standing Female Nude (21 Feb 1957),Sheena McEwan,/record/20901?highlight=*:*
Circus,Margaret A Leake,/record/21012?highlight=*:*
Reclining Female Nude (Circa 1967),Eileen E M Lawrence,/record/21355?highlight=*:*
Untitled (1997),BORIS JOERI BRINK,/record/21985?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20704?highlight=*:*
Untitled (2002),Lindsey Edghill,/record/99924?highlight=*:*
For Sanfrancisco (Unknown),Andrew Arnott,/record/21606?highlight=*:*
Untitled (1985-1986),Norman Cameron,/record/21634?highlight=*:*
Unknown,Unknown,/record/50420?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20696?highlight=*:*
Still Life with Fish (1949),Alistair F. Flattely,/record/22700?highlight=*:*
Rooftops,A McIntosh,/record/21465?highlight=*:*
Woman in Fish Net,Unknown,/record/22537?highlight=*:*
Unknown,Alexander Cree,/record/50550?highlight=*:*
Head of a Young Man (1950),Alison E. H. Stuart,/record/22689?highlight=*:*
Portrait of a Seated Man (1951),James P W Syme,/record/21370?highlight=*:*
Unknown,Unknown,/record/53562?highlight=*:*
Untitiled (1934),A. Patterson Barclay,/record/21803?highlight=*:*
Plate,Emma Gillies,/record/53714?highlight=*:*
Victory (07 Jul 1946),Zygmunt Bukowski,/record/21322?highlight=*:*
Portrait miniatures in a frame,Unknown,/record/20623?highlight=*:*
Unknown,Unknown,/record/53543?highlight=*:*
Untitled (Unknown),Kate Stancliffe,/record/21601?highlight=*:*
Dušan Jovanović: Vojna Tajna (1983),Boris Bućan,/record/22032?highlight=*:*
Untitled - Drawing of a Girl Sitting in Profile (1964-1965),Gordon Bryce,/record/99325?highlight=*:*
El Portento (1951),Edward A. Gage or Valerie A. Cockburn (Gage),/record/22676?highlight=*:*
Seated Female Nude (03 Feb 1959),Barbara Strachan,/record/20870?highlight=*:*
South Frieze of the Parthenon Frieze (1836-1837),NA,/record/20695?highlight=*:*
"St. Martins Bridge, Toledo (Unknown)",William Wilson,/record/21775?highlight=*:*
Still Life,Scott Murray,/record/22613?highlight=*:*
Tajna Crne Ruke (1983),Boris Bućan,/record/22030?highlight=*:*
Babies constructed bonnet (1890-1900),Unknown,/record/102672?highlight=*:*
Untitled (2003),Gillian Curry,/record/99927?highlight=*:*
Still Life (1995),Lorna McIntosh,/record/22607?highlight=*:*
Untitled (Unknown),Unknown,/record/21610?highlight=*:*
Autumn (1962),Robert S. Crozier,/record/112310?highlight=*:*
2122 Pieces (Nov 2007),Matt Carter,/record/21812?highlight=*:*
Seated Male Nude with Glasses (Circa 1968),Gregory Lummell,/record/21284?highlight=*:*
Portrait of a Woman (1957),Peter McGinn,/record/21086?highlight=*:*
Patrick Nuttgens (recto) (1953),Llewella C. Brayne,/record/22705?highlight=*:*
Standing Male Nude (1959),James C. Y. Gavin,/record/20877?highlight=*:*
Untitled (1969),John Stewart,/record/22486?highlight=*:*
Portrait of a Boy Seated (17 Mar 1955),Norma Macgregor,/record/21220?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20730?highlight=*:*
Self (1964),Senga Guthrie,/record/53593?highlight=*:*
Portrait of a Seated Man (1960),Irene Ellis,/record/21210?highlight=*:*
Unknown,Alan J Mcleod,/record/53604?highlight=*:*
Large Bowl,Emma Gillies,/record/53732?highlight=*:*
Standing Male Nude (1953),William Mercer,/record/20943?highlight=*:*
Portrait of a Man (1953),Andrew Restall,/record/20945?highlight=*:*
Untitled (Unknown),Susie Wilson,/record/21964?highlight=*:*
Sampler (1932),Patty Mitchell,/record/100013?highlight=*:*
Unknown (1946),Alan Lefley,/record/50485?highlight=*:*
Untitled - Birdcage and Baby (1963),Ann F Ward,/record/99349?highlight=*:*
Portrait of a Girl (1949),Leszek T. Muszynski,/record/22682?highlight=*:*
Jug,Emma Gillies,/record/53740?highlight=*:*
Rooftop Townscape (Circa 1952),Francis M. Walker,/record/102659?highlight=*:*
Spring Board (Circa 1971),Alan Brown,/record/22584?highlight=*:*
Blindfolded Woman at Arch,David C Duke,/record/22551?highlight=*:*
Crouching Venus (1834),Sarti,/record/20572?highlight=*:*
Saucer,Emma Gillies,/record/53625?highlight=*:*
Untitled (1964),Carole Danielson,/record/22483?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20705?highlight=*:*
Unknown (1950),James T. Ferguson,/record/53500?highlight=*:*
Untitled (1987),Susan Jones,/record/21880?highlight=*:*
Unknown (1950),Thomas Clapperton,/record/50561?highlight=*:*
Untitled (1995-1996),Arabella Harvey,/record/21724?highlight=*:*
Unknown (1960),Robin E. Bownass,/record/50607?highlight=*:*
Two Men in a Country Landscape (1952),James P W Syme,/record/22717?highlight=*:*
Portrait of a Man (1960),Jean Cochrane,/record/20981?highlight=*:*
Plate,Emma Gillies,/record/53712?highlight=*:*
Seated Female Nude,Lucy Bowman,/record/21443?highlight=*:*
Dark Landscape with Monoliths (1959),Jacqueline A N Stieger,/record/20823?highlight=*:*
Portrait of a Man,Donald Whyte,/record/21475?highlight=*:*
Portrait of a Woman (1939),Jessie May Stirling,/record/21135?highlight=*:*
Unknown,Mary C. A. Edmond,/record/53523?highlight=*:*
Five Views of a Woman Seated (Circa 1955),Peter McGinn,/record/21090?highlight=*:*
Passage with Stacks and Artificial Light (1981),Colin A. Lawson,/record/22554?highlight=*:*
Unknown (1954),D. Gordon Campbell,/record/50634?highlight=*:*
Corner of the Garden Palazzo Barderini Rome (Feb 1948),Marjorie Wallace,/record/20852?highlight=*:*
Drawing of a Seated Woman (1958),Jacqueline A N Stieger,/record/20787?highlight=*:*
Sketch of Window for Final Composition,Colin Brown,/record/53567?highlight=*:*
Machine embroidered stole (1958),Unknown,/record/102685?highlight=*:*
Unknown (Unknown),Unknown,/record/21970?highlight=*:*
Gem cabinet 2 (of 6) containing 43 medallions,Unknown,/record/20616?highlight=*:*
Portrait of Seated Man in a Cap (1960),Kenneth Muir,/record/20983?highlight=*:*
Unknown (1949),T A Suter Watt,/record/50456?highlight=*:*
Morgue (1997),Susan Calder,/record/22684?highlight=*:*
Green Landscape (1955),Margaret Proudfoot,/record/21033?highlight=*:*
Untitled (1963),Iona Murray,/record/22003?highlight=*:*
Still Life with Two Seagulls (1975),Kenneth W. Bushe,/record/22635?highlight=*:*
Grandmother (1962),John Bellany,/record/21532?highlight=*:*
Untitled (17 May 2000),Kate Stancliffe,/record/22001?highlight=*:*
Bust of Apollo Belvedere,Unknown,/record/20581?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53517?highlight=*:*
Untitled (Unknown),Stella Auchinleck,/record/21572?highlight=*:*
Standing Female Nude (1949),Zygmunt Bukowski,/record/22516?highlight=*:*
Abstract,V. Constant,/record/111444?highlight=*:*
Eclectic (2007),Catherine Sargeant,/record/99852?highlight=*:*
Portrait of a Seated Man (1954),Ursula Giles,/record/21211?highlight=*:*
Untitled,M. Donlevy,/record/112506?highlight=*:*
Portrait of a Woman (1956),James Robertson,/record/21185?highlight=*:*
Unknown,Derek McGuire,/record/50431?highlight=*:*
Sweden - boats tied up at quayside (1963),Ann F Ward,/record/99348?highlight=*:*
Untitled - Drawing of a Man Wearing a Hat (1967),Isobel T Johnstone,/record/99253?highlight=*:*
Standing Female Nude (1953),Allan Sutherland,/record/20978?highlight=*:*
Untitled (Unknown),Frank Thomson,/record/21717?highlight=*:*
Unknown (1957),Lawrence F. Baxter,/record/50617?highlight=*:*
Farm,Donald Clark,/record/21489?highlight=*:*
Portrait of a Seated Man in Uniform (1955),James Robertson,/record/20805?highlight=*:*
Three Men (1963),Geoffrey J Roper,/record/21360?highlight=*:*
Ruins in Rome (Feb 1948),Marjorie Wallace,/record/20855?highlight=*:*
Plate,Emma Gillies,/record/53672?highlight=*:*
Portrait of a Woman,Sarah Shaw,/record/20938?highlight=*:*
Abstract Portrait of Two Figures (1953),Iain West,/record/20850?highlight=*:*
Unknown,Zygmunt Bukowski,/record/53559?highlight=*:*
3 Paps of Jura (Unknown),Catherine Orbach,/record/21981?highlight=*:*
Portrait of a Seated Woman in Fur Coat (1965-1966),George Donald,/record/21173?highlight=*:*
Untitled (2014),Layla Kerley,/record/47454?highlight=*:*
Untitled (1983),Robert Rivers,/record/99809?highlight=*:*
Unknown (1949),John W. Corner,/record/50520?highlight=*:*
Landscape (01 May 1985),Allison E Sharpe,/record/21466?highlight=*:*
Untitled - Five Miners (1963),Felicity J Bostock,/record/99372?highlight=*:*
Eight Lines II (2001),Wilhelmina Barns-Graham CBE HRSA HRSW,/record/54748?highlight=*:*
Standing Male Nude (Circa 1939),Alistair W McCheyne,/record/21085?highlight=*:*
Charioteers from North Frieze of the Parthenon (1836-1837),NA,/record/20678?highlight=*:*
"Metope 1, south entablature, Parthenon (1837)",NA,/record/20639?highlight=*:*
Metope South 27 from the Parthenon (1837),NA,/record/20643?highlight=*:*
Ergastines from East Frieze of the Parthenon,NA,/record/20686?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,/record/21318?highlight=*:*
Untitled (Unknown),Catherine Temple,/record/21605?highlight=*:*
Chimney Pots (1966),James B. Thomson,/record/21913?highlight=*:*
Two Views of a Lying Male Nude (1960),Kenneth R Wheatley,/record/20858?highlight=*:*
Untitled (1963),Janette Brown,/record/22008?highlight=*:*
Simon and Simon (1986),Amanda Lebus,/record/21585?highlight=*:*
Standing Female Nude (1967),Sylvia M. R. Cameron,/record/22701?highlight=*:*
Portrait of a Seated Woman (1958),Ann Forbes,/record/21112?highlight=*:*
Female Portrait (verso),John Whittaker,/record/22739?highlight=*:*
Side Plate,Emma Gillies,/record/53613?highlight=*:*
Seascape (1955),Myra E. Soni,/record/22736?highlight=*:*
Untitled (2002),Michelle Samour,/record/99941?highlight=*:*
'Gods' and Chiton Fig East Frieze of the Parthenon (1836-1837),NA,/record/20684?highlight=*:*
Two male figs from Parthenon Frieze,NA,/record/20662?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,/record/20724?highlight=*:*
Untitled (Unknown),Unknown,/record/21709?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),/record/50557?highlight=*:*
Still Life with Striped Cloth and Pots,David Rifat,/record/22691?highlight=*:*
Portrait of a Man (1939-1940),Robert A Campbell,/record/21127?highlight=*:*
Gothic figure of a deacon,NA,/record/20604?highlight=*:*
Untitled - Two Women (1961),Gavin Waddell,/record/99455?highlight=*:*
Portrait of a Seated Woman (1962),Ekwall,/record/21286?highlight=*:*
Side Plate,Emma Gillies,/record/53614?highlight=*:*
Unknown (1957),Rupert F C Cracknell,/record/50538?highlight=*:*
Plate,Emma Gillies,/record/53721?highlight=*:*
Landscape with City in background (1958-1959),Peter Standen,/record/20793?highlight=*:*
Standing Male Nude (1939-1940),Eleanora Borrie,/record/21133?highlight=*:*
Untitled,Unknown,/record/102727?highlight=*:*
Large Cheeseplant,Susan Alexander,/record/50377?highlight=*:*
"Venus de Milo, 130-10 BC",Unknown,/record/20592?highlight=*:*
Standing Female Nude (Circa 1952),David Michie,/record/21037?highlight=*:*
Woman and Fox (Feb 1966),James Fairgrieve,/record/21344?highlight=*:*
Male Portrait (1959),Peter McGinn,/record/22686?highlight=*:*
Untitled - Nude Female Sitting (1962),Geoffrey J Roper,/record/99367?highlight=*:*
Untitled (Unknown),Unknown,/record/99908?highlight=*:*
Siena (1956),John P Busby,/record/21379?highlight=*:*
Profile of Female Nude (Circa 1970),Patrick J. Hickey,/record/22510?highlight=*:*
Thick Pale Green,Unknown,/record/22547?highlight=*:*
Portrait of a Woman (1958),Ann Forbes,/record/21113?highlight=*:*
Sweden - Fishing for Str⁯ömming (1962),Ann F Ward,/record/99338?highlight=*:*
Untitled (1981),Isobel Jack,/record/21578?highlight=*:*
Reclining Male Nude (1958),Ian Hodkinson,/record/20880?highlight=*:*
Untitled (Unknown),Unknown,/record/21573?highlight=*:*
Seated Woman holding Hat (Jun 1961),John Bellany,/record/20768?highlight=*:*
Untitled (Circa 1960),Robert L Snowden,/record/21545?highlight=*:*
Vase,Emma Gillies,/record/53737?highlight=*:*
Untitled (20 Feb 2014),David C Duke,/record/21989?highlight=*:*
Untitled (Unknown),Unknown,/record/21778?highlight=*:*
Portrait of a Man in a Flat Cap (1963),John Milligan,/record/21287?highlight=*:*
Untitled (1976),Paul Grime,/record/21831?highlight=*:*
Unknown,Elizabeth Blackadder,/record/50637?highlight=*:*
Nude and Kettle (1976),Fionna E. Carlisle,/record/22558?highlight=*:*
Dark Room with Blue Wall and Picture,Elizabeth Gourlay,/record/22539?highlight=*:*
Magpie (1989),Jane V Hyslop,/record/99961?highlight=*:*
Landscape (1966),Beth D. Mitchell,/record/22675?highlight=*:*
Study for Life Painting (1958),Andrew Smith,/record/21149?highlight=*:*
Untitled (1967),Kirkland Main,/record/21872?highlight=*:*
Princess Margaret tomb from Lincluden Collegiate Church (1912),Joseph Cavagnari,/record/20569?highlight=*:*
(1965),Frances Sander,/record/99525?highlight=*:*
Untitled,Unknown,/record/102695?highlight=*:*
Reclining Woman (1950),Thomas Murray,/record/21072?highlight=*:*
Seated Female Nude (1957),Colin Turner,/record/20966?highlight=*:*
Views of a Male Nude (Feb 1952),Martin G C McKeown,/record/21416?highlight=*:*
Portrait of a Seated Woman (1954),Margaret Proudfoot,/record/21212?highlight=*:*
Untitled (1997),Breda Flanagan,/record/21868?highlight=*:*
Untitled (Unknown),Unknown,/record/22022?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),/record/50553?highlight=*:*
Untitled (1967),Gwen Mackenzie,/record/21755?highlight=*:*
Dish,Emma Gillies,/record/53731?highlight=*:*
Untitled (Unknown),Paul Gladston,/record/21706?highlight=*:*
Untitled (10 JAN 1961),John Picking,/record/111037?highlight=*:*
Seated Female Nude (1957),Ruth Illingworth,/record/20935?highlight=*:*
Composition of Two Figures on Yellow* (1968),Alan T. Johnston,/record/22624?highlight=*:*
Unknown (1965),Frances Sander,/record/53595?highlight=*:*
Untitled (Unknown),Unknown,/record/21838?highlight=*:*
Seated Male Nude (1951),James P W Syme,/record/20837?highlight=*:*
Crow (2007),Katie Devenish,/record/99892?highlight=*:*
Tiger Tiger (Unknown),Enid Marx,/record/21664?highlight=*:*
Edinburgh College of Art Main Building,Takahiro Iwasaki,/record/53473?highlight=*:*
Portrait of a Man (19 Nov 1958),A Robson,/record/20936?highlight=*:*
Small relief of a lady in a wimple,Unknown,/record/20612?highlight=*:*
Untitled - Snake Charmer (1961),Sheila M Gilchrist,/record/99377?highlight=*:*
Little Bird (1985),Robert Adam,/record/21622?highlight=*:*
Unknown (1952),Leonard I. H. Gray,/record/53488?highlight=*:*
Figure painting of a Woman,Elizabeth Blackadder,/record/20754?highlight=*:*
Jag Drӧmmer (2006),Marjie Harlick,/record/99869?highlight=*:*
Perpetual Expansion (2006),Melinda Cross,/record/99886?highlight=*:*
Seated Male Nude,Graham Durward,/record/22568?highlight=*:*
Peets (1963),Deborah Eadie,/record/21754?highlight=*:*
Abstract,Unknown,/record/21527?highlight=*:*
ça et là au bord de la mer (Jul 1993),Jane Watt,/record/21955?highlight=*:*
Fragment of ornament (right angle with foliage),Unknown,/record/20564?highlight=*:*
Portrait of a Young Man (1960),Ann Macmillan,/record/20988?highlight=*:*
Untitled - Man at a Factory (1966-1967),Gregor Smith,/record/99397?highlight=*:*
Untitled (Unknown),Unknown,/record/21850?highlight=*:*
Untitled (1947),Esther W. Hamilton,/record/21731?highlight=*:*
