title,artist,link
Untitled (1962),John Fraser,/record/99819?highlight=*:*
Unknown,Unknown,/record/50383?highlight=*:*
Unknown,Francis Convery,/record/111440?highlight=*:*
Unknown (1950),James Bowman,/record/50609?highlight=*:*
Untitled (1986),David Hosie,/record/99529?highlight=*:*
"Head of a Young Girl, 1465",Unknown,/record/20570?highlight=*:*
Street Scene (1964),Peter Pretsell,/record/21419?highlight=*:*
Unknown,Robert Hamilton Dalrymple,/record/53532?highlight=*:*
Portrait of a Woman (1953),L Braque,/record/21199?highlight=*:*
Untitled (1963),W. Douglas,/record/21768?highlight=*:*
100 Billion Suns (2012),Katie Paterson,/record/21002?highlight=*:*
Portrait of a Man,Firth,/record/21327?highlight=*:*
Car Crash,Tim Stott,/record/93373?highlight=*:*
Milkweed (1952),Margaret Lowengrund,/record/21676?highlight=*:*
Saucer,Emma Gillies,/record/53621?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,/record/21214?highlight=*:*
"Coast of Aubrey, Largs (1990)",Karen Guthrie,/record/21686?highlight=*:*
Fox Watch No.1 (1970),Alan Davie,/record/21695?highlight=*:*
Near Limoges (1986),Jo Ganter,/record/21963?highlight=*:*
Extra Light Shoe (2016),Eden Hawkins,/record/99264?highlight=*:*
Untitled (1986),Hilary A. Fisher,/record/21553?highlight=*:*
Unknown,Claire Alexander,/record/50391?highlight=*:*
Chariot from North Frieze of the Parthenon (1836-1837),NA,/record/20715?highlight=*:*
Postgraduate Degree Show 1986 (1986),Robert Adam,/record/21584?highlight=*:*
Untitled - Woman in Pigtails (1965),Julia A M Barnard,/record/99382?highlight=*:*
Untitled - Woman with Bun (1963),Iona Murray,/record/99401?highlight=*:*
Unknown (1901),George Bain,/record/50458?highlight=*:*
"Small Classical Head, possibly Apollo",NA,/record/20605?highlight=*:*
Portrait of a Man Seated,Paul Furneaux,/record/21517?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,/record/20670?highlight=*:*
Four Standing Male Nudes (1960),Derek Shiel,/record/20816?highlight=*:*
Untitled,Roy M. W. Cameron,/record/112350?highlight=*:*
Cryptogam (1991),Unknown,/record/21794?highlight=*:*
Jug,Emma Gillies,/record/53741?highlight=*:*
Unknown (1948),Eric Forrest,/record/50586?highlight=*:*
Standing Male Nude (1959),Grace Nichol,/record/20956?highlight=*:*
Untitled (1996),Jennifer C. Lindsay,/record/21929?highlight=*:*
Unknown (1966),John Nelson,/record/53580?highlight=*:*
Untitled (1991-1992),Kate McKenzie,/record/21934?highlight=*:*
View of a Caravan,Peter McGoldrick,/record/21427?highlight=*:*
1.(a) Meccarama Serif (Unknown),Anthony Benjamin,/record/21668?highlight=*:*
Unknown,Unknown,/record/50380?highlight=*:*
3D impressing (2003),Jenn Schmidt,/record/99952?highlight=*:*
Standing Female Nude and Stool (1960s),Catherine Banchop,/record/21269?highlight=*:*
Untitled (1968),Caroline Rose,/record/21843?highlight=*:*
The Sons of Usnach at Chess (1964),John B Vallely,/record/21006?highlight=*:*
Untitled (1986),Dorothy Black,/record/21588?highlight=*:*
Reclining Male Nude (06 Nov 1967),Sybil Erskine,/record/21111?highlight=*:*
Untitled - Figure Drawing of A Man with Crossed Arms (1968),Alfons B. Jasinski,/record/99273?highlight=*:*
Untitled (1960),Elizabeth M. Hansen,/record/99839?highlight=*:*
Saucer,Emma Gillies,/record/53664?highlight=*:*
Untitled (Standing Figures),Paul J Donaldson,/record/21447?highlight=*:*
Unknown (JUN 1987),Hazel Sutherland,/record/53606?highlight=*:*
Untitled (1961),Jean Connacher,/record/112343?highlight=*:*
Untitled,Derek McGuire,/record/112503?highlight=*:*
Portrait of a Woman (1953),A Scott,/record/21198?highlight=*:*
Still Life with Skeleton and Fruit (1958-1959),Peter Standen,/record/20792?highlight=*:*
Trees in Kensington Gardens (Unknown),John Kingsley Cook,/record/21694?highlight=*:*
Disturbance (2007),Edmundus Saladzius,/record/99891?highlight=*:*
Tennis Courts (1952),Eric Ritchie,/record/22641?highlight=*:*
Unknown,Unknown,/record/53553?highlight=*:*
Cup of Life (1994),Leah Oates,/record/21558?highlight=*:*
Gem cabinet 6 (of 6) containing 43 medallions,Unknown,/record/20620?highlight=*:*
Unknown (1948),William D Clyne,/record/50578?highlight=*:*
Untitled (1962),Pat Semple,/record/21766?highlight=*:*
Untitled (Unknown),Unknown,/record/21998?highlight=*:*
Unknown (1950),B. J. Chambers Crabtree,/record/50513?highlight=*:*
Smocking diagrams and samples,Unknown,/record/102667?highlight=*:*
Farm Building (1946),Dorothy M. Peach,/record/22735?highlight=*:*
Embroidered panel,Winsome Douglass,/record/113832?highlight=*:*
Oval plate,Emma Gillies,/record/53730?highlight=*:*
Border Fancy (1979),Colin Adams,/record/21630?highlight=*:*
Untitled - Figure on the Beach (1984),Heidi J P Kosaniuk,/record/99438?highlight=*:*
Reclining Nude - Female (1953),Mary C. A. Edmond,/record/22722?highlight=*:*
Portrait - Girl (1946),Dorothy M. Peach,/record/22707?highlight=*:*
Memories (1983),Stuart T. MacKenzie,/record/22629?highlight=*:*
Multi Coloured Geometric (1971),Jim Hickey,/record/22602?highlight=*:*
Colourful Landscape with Monoliths (1959),Jacqueline A N Stieger,/record/20824?highlight=*:*
Untitled - Abstract Cathedral (1961),Vivien Alexander,/record/99385?highlight=*:*
Untitled (Unknown),Jennifer C. Lindsay,/record/21877?highlight=*:*
Portrait of Joe (1965),Gordon Bryce,/record/99279?highlight=*:*
Abstract on Blue*,Unknown,/record/22536?highlight=*:*
Untitled (Unknown),Derek Reid,/record/21642?highlight=*:*
Unknown,Unknown,/record/53602?highlight=*:*
Portrait of a Woman (1963),Roger Cameron,/record/21319?highlight=*:*
Snowed Under (1998),John Brown,/record/21863?highlight=*:*
Forth Shore II (1985),Gwyneth M. Leech,/record/21801?highlight=*:*
Untitled - Nighttime Scene of the City and River (1962),Geoffrey J Roper,/record/99370?highlight=*:*
Untitled (1963),Carol Handyside,/record/99841?highlight=*:*
Reclining Female Nude (1960),Jean Richie,/record/20789?highlight=*:*
Untitled (Unknown),Anne Slater,/record/21797?highlight=*:*
Untitled - Self-Portrait (1968),Arthur J Baglee,/record/99381?highlight=*:*
Untitled,Garry Marshall,/record/112341?highlight=*:*
Seated Skeleton (Circa 1955),Peter McGinn,/record/21087?highlight=*:*
Portrait of a Woman (1959),NA,/record/20974?highlight=*:*
Standing Female Nude,V Brutt,/record/21261?highlight=*:*
Replica cast (white) of of GE33,Unknown,/record/20652?highlight=*:*
Untitled,Dr Ainslie Yule,/record/99535?highlight=*:*
Portrait - Male,Alexander Cree,/record/22697?highlight=*:*
Seated Female Nude (1953),Andrew Restall,/record/20946?highlight=*:*
Unknown (1952),Rosemary Bagshaw,/record/53519?highlight=*:*
Untitled (Feb 1963),John Bellany,/record/21534?highlight=*:*
Performing Labour in an Industrial Setting I (2020),Aisling Ward,/record/113775?highlight=*:*
Untitled (1962),Chris Holmes,/record/21771?highlight=*:*
Untitled (Unknown),Kerys Ellery,/record/21615?highlight=*:*
Nugget (2013),Charlotte Roseberry,/record/21301?highlight=*:*
Untitled (Unknown),Robert Henderson Blyth,/record/21689?highlight=*:*
Untitled (1983),Robert Rivers,/record/99811?highlight=*:*
Unknown (1947),Eric Forrest,/record/50587?highlight=*:*
Untitled - Old Woman (1965-1966),Norman Orr,/record/99406?highlight=*:*
Head of a Companion of Odysseus,Unknown,/record/20583?highlight=*:*
Untitled (1983),Elizabeth Gourlay,/record/21595?highlight=*:*
Untitled (1977),Katherine Keil,/record/21618?highlight=*:*
Portrait of Man in a Hat (1951),Adam Hogg,/record/21239?highlight=*:*
Unknown,Helen Gibbs,/record/50387?highlight=*:*
Discophoros,Unknown,/record/20589?highlight=*:*
Unknown (1950),Muriel Davidson,/record/53475?highlight=*:*
Landscape (1968),Alastair Burns,/record/21273?highlight=*:*
Interior (Circa 1975),Brian D. Henderson,/record/22623?highlight=*:*
Portrait of a Seated Woman (1961),Robin Forrester,/record/21295?highlight=*:*
Unknown,Unknown,/record/53503?highlight=*:*
Untitled,Jane Strachen,/record/20758?highlight=*:*
Abstract,V. Constant,/record/111445?highlight=*:*
Cat (1950),Zygmunt Bukowski,/record/21323?highlight=*:*
From Early Italian Poets (1974-1976),"Eduardo Luigi Paolozzi KBE, RA",/record/21001?highlight=*:*
Standing Male Nude,Jessie May Stirling,/record/20834?highlight=*:*
Teacup,Emma Gillies,/record/53644?highlight=*:*
Untitled (Unknown),Ciaran O'Nuallian,/record/99971?highlight=*:*
Untitled,NA,/record/20661?highlight=*:*
Sea Harvest (1953),John Muench,/record/21753?highlight=*:*
Untitled (Unknown),Unknown,/record/21596?highlight=*:*
"Figure Composition with Nurse and Child, and Woman with Budgies (Circa 1950)",Edward A. Gage,/record/22579?highlight=*:*
Unknown (1963),Alexander Wilson,/record/53592?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,/record/50449?highlight=*:*
2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,/record/99885?highlight=*:*
Unknown (1963),James T Carlyle,/record/50501?highlight=*:*
Cushion,Winsome Douglass,/record/113831?highlight=*:*
Untitled (Unknown),Unknown,/record/21604?highlight=*:*
Unknown (1947),Vivien Chapman,/record/50475?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,/record/21326?highlight=*:*
Plate,Emma Gillies,/record/53673?highlight=*:*
"Female Faces, Lips and Dots (Circa 1960)",Jennifer M. Hughes,/record/22531?highlight=*:*
Unknown (Circa 1890),Unknown,/record/50465?highlight=*:*
Untitled - Abstract Still Life of Flowers and Fruit (1963),Ann F Ward,/record/99351?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,/record/50443?highlight=*:*
Small Cheeseplant,Susan Alexander,/record/50403?highlight=*:*
Cityscape,Norman Taylor,/record/22582?highlight=*:*
Seated Female Nude (1959),William Mackay,/record/21162?highlight=*:*
The Harbour (Apr 1982),Susan Thores,/record/21974?highlight=*:*
Two Men in an Interior (1989),Sean H. Watson,/record/22646?highlight=*:*
Unknown,Alan M. Alexander,/record/50599?highlight=*:*
Fine lawn collar (1820),Unknown,/record/102681?highlight=*:*
Espresso Cup,Emma Gillies,/record/53695?highlight=*:*
"Electric Railway Station, Limerick (1986)",Jo Ganter,/record/21809?highlight=*:*
Unknown (1946),Norma Forrest,/record/50591?highlight=*:*
Unknown (1961),John Binning,/record/53587?highlight=*:*
Standing Male Nude (1957),James Nicholson,/record/21153?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,/record/99436?highlight=*:*
Charlotte (1984),B.R. Coode-Adams,/record/21600?highlight=*:*
Untitled (Unknown),Unknown,/record/21874?highlight=*:*
Untitled (Unknown),Unknown,/record/21952?highlight=*:*
Portrait of a Woman Wearing a Hat (1951),Alexandra Bennett,/record/21232?highlight=*:*
Whitey 1.1 (2015),Stephanie Maclean,/record/53780?highlight=*:*
Four Orchids,Susan Alexander,/record/50408?highlight=*:*
Portrait of a Seated Woman (1962),Kellar,/record/21293?highlight=*:*
Untitled (Unknown),David [Unknown],/record/21990?highlight=*:*
Untitled - Yellow Backhoe (1966-1967),James H. Fairgrieve,/record/99386?highlight=*:*
Untitled (Unknown),D. Ganley,/record/21854?highlight=*:*
Untitled,A. Thomas,/record/111045?highlight=*:*
Untitled (1960),Robert L Snowden,/record/21541?highlight=*:*
"HKD Burg Giebichenstein Halle, Germany (Apr 2002)",Sabine Lechner,/record/21908?highlight=*:*
Untitled (1989),Karen Guthrie,/record/21886?highlight=*:*
Untitled (1967),Lawrence Roche,/record/21758?highlight=*:*
Small armorial panel,Unknown,/record/20613?highlight=*:*
Performing Labour (2020),Aisling Ward,/record/113780?highlight=*:*
Men at Work (1947-1948),Norma G Reid,/record/20829?highlight=*:*
Mask and Plastic Limbs (Circa 1982),Graeme Magee,/record/22533?highlight=*:*
Standing Male Nude (1958),Ian Hodkinson,/record/20883?highlight=*:*
Untitled - Scene with Figures Relaxing in the Sun (1961-1962),Ann F Ward,/record/99352?highlight=*:*
Man in Uniform,Tennant,/record/21481?highlight=*:*
Unknown (1957),Peter Crorkin,/record/50509?highlight=*:*
Untitled (1966),Molly Harris,/record/99833?highlight=*:*
"""Cola"" Bottle",Emma Gillies,/record/53735?highlight=*:*
Unknown,Unknown,/record/50393?highlight=*:*
Cantoria (right panel),Unknown,/record/20580?highlight=*:*
Untitled - Two Portraits of Girls (1967),Arthur J Baglee,/record/99380?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53683?highlight=*:*
Untitled (Unknown),Unknown,/record/21782?highlight=*:*
Unknown (1964),Ian Patterson,/record/53582?highlight=*:*
Replica cast (white) of Partheonon slab GE31,Unknown,/record/20655?highlight=*:*
Portrait of a Woman (1957),Colin Turner,/record/21143?highlight=*:*
Untitled (1968),Gillian Mather,/record/22500?highlight=*:*
Seated Woman (30 May 1949),David McClure,/record/21039?highlight=*:*
Seated Female Nude (1953),James Martin,/record/21059?highlight=*:*
Portrait of a Man (1959),NA,/record/20973?highlight=*:*
Standing Female Nude at Mirror (1962),Robert S. Crozier,/record/22663?highlight=*:*
Untitled (Unknown),Vivian Hinkley,/record/21858?highlight=*:*
Untitled (1966),Helen G. S Forde,/record/99812?highlight=*:*
Reclining Male Nude (1957),Jean Richie,/record/20788?highlight=*:*
Munich Olympics (1972),Alan Davie,/record/21536?highlight=*:*
Untitled (Unknown),Patrick McKenzie Smith,/record/21614?highlight=*:*
Sea Shore (Unknown),Richard Florsheim,/record/21662?highlight=*:*
Untitled (1972),Brent D. Millar,/record/22572?highlight=*:*
Portrait of a Man (1948),Sheena Page,/record/21071?highlight=*:*
Portrait of a Woman (1962),James T Carlyle,/record/21282?highlight=*:*
Three Female Nudes (1952),Nicholas Patrick Reyntiens,/record/21372?highlight=*:*
Portrait of Graham Sulivan (1956),Ursula Giles,/record/22704?highlight=*:*
Untitled - Figure Drawing of Semi-Nude Male with Water Jug (1964),Gordon Bryce,/record/99284?highlight=*:*
Bearded Man Sitting (Circa 1973),Catherine A. MacLean,/record/22621?highlight=*:*
Unknown (1949),Alexander Cree,/record/50543?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,/record/21457?highlight=*:*
Untitled - Two Abstract Melting Faces (1985-1986),Graeme Murray,/record/99335?highlight=*:*
Unknown (1960),Hugh Deans,/record/53575?highlight=*:*
Victorian collar (1956),Unknown,/record/102699?highlight=*:*
Unknown (1946),Margaret C. Ogilvy,/record/50493?highlight=*:*
Seated Female Nude (1939-1940),James H Donaldson,/record/21125?highlight=*:*
Untitled (11 Nov 1977),Lesley A. Crave,/record/21885?highlight=*:*
Portrait of a Young Woman (1958),Ian Hodkinson,/record/20879?highlight=*:*
"Pro Tanto Quid Retribuamus/For so much, what shall we give in return? (2017)",Lara Hirst,/record/100018?highlight=*:*
Farmland,Donald Clark,/record/21488?highlight=*:*
Alligator,Morag A. MacDonald,/record/22575?highlight=*:*
Portrait of a Man,John Hunter,/record/21041?highlight=*:*
Standing Nude (1952),Mollie E N Langlands,/record/21018?highlight=*:*
Untitled (Unknown),Unknown,/record/21620?highlight=*:*
Untitled (1987),Mia Stanley,/record/21577?highlight=*:*
Side Plate,Emma Gillies,/record/53615?highlight=*:*
Abstract,Alan T. Johnston,/record/22609?highlight=*:*
Untitled (1969),James Fleming,/record/22489?highlight=*:*
29 Split Summer Festival (1983),Boris Bućan,/record/22041?highlight=*:*
Portrait of a Bearded Man (1950s),J Guthrie,/record/20975?highlight=*:*
Head of a Woman (1948),Gavin Stuart,/record/20827?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,/record/99252?highlight=*:*
Head (1987),Janice McNab,/record/22685?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),Joseph Cavagnari,/record/20717?highlight=*:*
Made in Finland (2013),Tiina Lilja,/record/47439?highlight=*:*
Abstract in Yellow and Black (1991),Unknown,/record/22630?highlight=*:*
Scapa Flow (Unknown),Reinhard Behrens,/record/21665?highlight=*:*
Unknown,Leonard I. H. Gray,/record/53484?highlight=*:*
Untitled (1983-1984),Moyna Flannigan,/record/21915?highlight=*:*
Untitled - Still Life of Kitchen Table in Orange (1963),William O. Little,/record/99269?highlight=*:*
Portrait of a Woman (Circa 1939),Ian R McRobbie,/record/21138?highlight=*:*
Untitled (Unknown),Edward Stratton,/record/21800?highlight=*:*
Untitled (Unknown),George Glen,/record/21720?highlight=*:*
Untitled (2002),Lindsey Edghill,/record/99943?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53688?highlight=*:*
Unknown,Unknown,/record/50433?highlight=*:*
Portrait of a Woman's Head (1949),Thomas Kim Redpath,/record/20781?highlight=*:*
Unknown (1953),Laura Nye,/record/53571?highlight=*:*
Angel with Candelabrum (facing left),Unknown,/record/20543?highlight=*:*
Travelling (Nov 1947),Dorothy M. Peach,/record/21737?highlight=*:*
Filtrate (1991),Joan Rutie,/record/21967?highlight=*:*
Composition unified by blue using under colour orange (1962),John Bellany,/record/20777?highlight=*:*
Saucer,Emma Gillies,/record/53662?highlight=*:*
Sugar Bowl,Emma Gillies,/record/53676?highlight=*:*
Morrocan Women (1955),Margaret Proudfoot,/record/21031?highlight=*:*
Untitled,Peter Pretsell,/record/99796?highlight=*:*
In the Garden (2019),Zuzana Ullmannová,/record/113745?highlight=*:*
Opuntia Claiata (1993),Jane Watt,/record/21956?highlight=*:*
Untitled (Unknown),Unknown,/record/21821?highlight=*:*
Untitled (Unknown),Unknown,/record/21891?highlight=*:*
The Berwick Law (Feb 1983),Wendy McMurdo,/record/21811?highlight=*:*
Drawing of a Skeleton (Circa 1957),David Young,/record/20861?highlight=*:*
Bathers (1962),Vivien Alexander,/record/22524?highlight=*:*
Seated Female Nude (1959),R Williamson,/record/20951?highlight=*:*
Untitled (Unknown),Victoria C F Bernie,/record/21787?highlight=*:*
Edinburgh College of Art War Memorial (1922),"Charles d'Orville Pilkington-Jackson ARSA, FRBS, FRSA",/record/99985?highlight=*:*
Female Nude in Landscape with Union Jack (1965),William Gillon,/record/21314?highlight=*:*
Cantoria (left panel),Unknown,/record/20578?highlight=*:*
Seated Female Nude (1956),Priscilla McEwan,/record/21237?highlight=*:*
Seated Female Nude (1953),Rosemary Schofield,/record/20942?highlight=*:*
City Beyond (NOV 1962),John Picking,/record/111038?highlight=*:*
Untitled (1962),John Picking,/record/111040?highlight=*:*
Abstract Composition in Green with Curved Recess (1967),George M. Donald,/record/22509?highlight=*:*
Seated Figure in Striped Top (Circa 1981),Alastair R. W. Hearsum,/record/22527?highlight=*:*
"Circus people in restaurant, Ravenna (1957)",Peter McGinn,/record/21116?highlight=*:*
Unknown (1949),James N. Hardie,/record/50531?highlight=*:*
Skeleton and Flowers (1958-1959),Peter Standen,/record/20794?highlight=*:*
Untitled,Roy M. W. Cameron,/record/112349?highlight=*:*
Seated Woman,Ruari MacLeod,/record/21497?highlight=*:*
Squeeeeeze (2016),Ruoyan Wang,/record/99240?highlight=*:*
Untitled (Unknown),Isobel Jack,/record/21624?highlight=*:*
Untitled (Unknown),Margaret Clyde,/record/21855?highlight=*:*
Untitled (Unknown),Unknown,/record/21808?highlight=*:*
Head of Niccolo da Uzzano,NA,/record/20606?highlight=*:*
Untitled - Sitting Woman with a Fringe (Apr 1963),William Gillon,/record/99479?highlight=*:*
Portrait of a Woman (1960),John Johnstone,/record/21356?highlight=*:*
Portrait of a Woman,Jane V Hyslop,/record/21529?highlight=*:*
Portrait of a Man (1952),J Shillabeer,/record/21201?highlight=*:*
Untitled (2002),Jo Ganter,/record/99923?highlight=*:*
Unknown (1964),Alice Howell (née Bold),/record/53579?highlight=*:*
Untitled (Unknown),Frelyn Morton,/record/21969?highlight=*:*
Espresso Cup,Emma Gillies,/record/53701?highlight=*:*
West Frieze of the Parthenon (1836-1837),NA,/record/20673?highlight=*:*
Untitled (Unknown),Wendy Gunn,/record/21718?highlight=*:*
Miners (Circa 1949),Zygmunt Bukowski,/record/21369?highlight=*:*
Seated Female Nude (1959),Denness Morton,/record/20888?highlight=*:*
Tiraz (Unknown),Victoria C F Bernie,/record/21918?highlight=*:*
Abstract Composition in Yellow and Blue (Circa 1976),Gordon MacDonald,/record/22556?highlight=*:*
Abstract Male Nude in Landscape (1965),William Gillon,/record/21313?highlight=*:*
Untitled (1955),Alan Bartram,/record/99828?highlight=*:*
Girl and Baby (1962),Joan Eardley,/record/99214?highlight=*:*
Portrait of a Young Man Poised to Throw,James P W Syme,/record/20838?highlight=*:*
Striding Male Nude (Circa 1939),R I McRobbie,/record/21062?highlight=*:*
Untitled (1968),Maureen Purcell,/record/22504?highlight=*:*
Unknown (1950),Zygmunt Bukowski,/record/53558?highlight=*:*
Standing Male Nude (1958),Jacqueline A N Stieger,/record/20786?highlight=*:*
Edinburgh Old Town Cityscape (1950),Alastair Flattely,/record/21375?highlight=*:*
Untitled (Unknown),Patrick Wichtler,/record/21949?highlight=*:*
Untitled (Mar 1997),Unknown,/record/21919?highlight=*:*
Unknown (1946),Norma Forrest,/record/50590?highlight=*:*
Kneeling Male Nude (1953),Adam M Martin,/record/21058?highlight=*:*
The Mirror Conspiracy (2007),Joakim Lund,/record/99972?highlight=*:*
Saucer,Emma Gillies,/record/53665?highlight=*:*
Seated Male Nude,Robert Maclaurin,/record/21522?highlight=*:*
Dying Gaul (1822),Unknown,/record/20597?highlight=*:*
Unknown (1958),Beatrice Patricia Grimshaw,/record/53480?highlight=*:*
Untitled (Unknown),Unknown,/record/99914?highlight=*:*
Standing Female Nude (1959),B Clapperton,/record/20910?highlight=*:*
Cap insert (1800-1899),Unknown,/record/102709?highlight=*:*
Venus de' Medici,Unknown,/record/20607?highlight=*:*
Unknown (1947),Marjorie Wallace,/record/50438?highlight=*:*
Unknown (1949),Betty Elston,/record/50582?highlight=*:*
Drawing of a Woman (12 Nov 1960),Sheila Percival,/record/20991?highlight=*:*
Study for Two Figure Composition (1949),Douglas Baxter,/record/50576?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,/record/50439?highlight=*:*
Female Nude (1952),David Michie,/record/21388?highlight=*:*
Life-Drawing (1928),Robert Heriot Westwater,/record/100023?highlight=*:*
Untitled - Portrait of a Female with Fringe (1963-1964),Irene G. Thomson,/record/99420?highlight=*:*
Tree-lined Lane,Garry Marshall,/record/21431?highlight=*:*
Portrait of a Woman (1959),W Bryden,/record/21105?highlight=*:*
Inscription Panel from Trajan's Column (Left side),Unknown,/record/20536?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),/record/50554?highlight=*:*
Lillian Willey collar (1950),Lilian Willey,/record/102707?highlight=*:*
Cello playing Clown (Circa 1965),William Gillon,/record/21311?highlight=*:*
Seated Male Nude with Sword (1955),Fiona C MacCormick,/record/21013?highlight=*:*
Untitled - Man in Glasses Reading (1985),Sophie J Brown,/record/99424?highlight=*:*
Unknown (1939),Eleanora Borrie,/record/50608?highlight=*:*
Blue and Green*,George M. Donald,/record/112494?highlight=*:*
Portrait of a Woman (1952),D Forest,/record/21202?highlight=*:*
Untitled (Unknown),Victoria Bimie,/record/21962?highlight=*:*
Firenze Winter (1958),Beatrice Patricia Grimshaw,/record/53478?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,/record/50474?highlight=*:*
Seated Male Nude (1953),Diana Douglas-Hamilton,/record/20928?highlight=*:*
Reclining Seated Nude (1958),Peter Standen,/record/20866?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53686?highlight=*:*
Landscape with Farmhouse (1948),Margaret Simster,/record/20799?highlight=*:*
Untitled (1946),Vivian Chapman,/record/21736?highlight=*:*
Scissors,Unknown,/record/22615?highlight=*:*
Untitled (2006),Elizabeth Shepherd,/record/99875?highlight=*:*
Untitled (Unknown),Unknown,/record/21992?highlight=*:*
Seated Female Nude (1953),Diana Douglas-Hamilton,/record/20927?highlight=*:*
Monochrome Cityscape (Circa 1976),Martin Churchill,/record/22586?highlight=*:*
Untitled - Chickens (1962),Janette Brown,/record/99375?highlight=*:*
A Picture of a Small Dog Going on a Long Journey (Unknown),Margaret Clyde,/record/21884?highlight=*:*
Self Portrait in White Apron,Unknown,/record/22600?highlight=*:*
Two Circus Acts in One (1958),Seong Moy,/record/21704?highlight=*:*
Nude in Sunlight (1983),Gwen W. Hardie,/record/22542?highlight=*:*
Unknown (1949),Betty Elston,/record/50581?highlight=*:*
Untitled (1962),James Goodall,/record/99848?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53690?highlight=*:*
Untitled (1989),Joanne Leonie Milne,/record/21971?highlight=*:*
Seated Female Nude (1955),Jean Fraser,/record/21195?highlight=*:*
Portrait of Bearded Man with Bow Tie,Unknown,/record/22611?highlight=*:*
Nude Woman,Mieczyslaw T. Janikowski,/record/22659?highlight=*:*
Seated Female Nude (1959),Jean I. Beattie,/record/20921?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53681?highlight=*:*
"Trawlers, Granton Harbour (1951)",John W. Corner,/record/21829?highlight=*:*
Composition with Wire Form (1994),John Maclean,/record/47458?highlight=*:*
Farmer with Scythe,John Houston,/record/21048?highlight=*:*
Seated Nude Woman (1957-1959),Albert Robson,/record/20813?highlight=*:*
Harbour scene,Derek Maguire,/record/102744?highlight=*:*
Interior and Window (1971),Karol Prentice,/record/21364?highlight=*:*
Untitled - Portrait of a Woman with Short Hair (1961),Gavin Waddell,/record/99454?highlight=*:*
Untitled,Unknown,/record/102725?highlight=*:*
Seated Man Playing a Stringed Instrument (1952),Douglas Kerr,/record/21040?highlight=*:*
Portrait of a Woman (1956),Joan Rogers,/record/21187?highlight=*:*
Portrait of a Woman (1957),Norman E Kirkpatrick,/record/21021?highlight=*:*
Portrait of a Woman (1959),V Thomson,/record/20961?highlight=*:*
"Unknown, abstract (2004)",Amy Marshall,/record/99487?highlight=*:*
Seated Female Nude (1949),Leszek Muszynski,/record/21075?highlight=*:*
Untitled (1983),Robert Rivers,/record/99806?highlight=*:*
Unknown,Unknown,/record/53551?highlight=*:*
Volterra (Circa 1920),William Crozier 1893-1930,/record/21179?highlight=*:*
Abstract (Circa 1965),James B. Thomson,/record/21402?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,/record/20708?highlight=*:*
Man in Black,Claudia Petretti,/record/21482?highlight=*:*
Untitled - Life Drawing of Reclining Female in Dress (1962),Isobel T Johnstone,/record/99251?highlight=*:*
Unknown (1974),R Wiatrek,/record/50394?highlight=*:*
Espresso Saucer,Emma Gillies,/record/53679?highlight=*:*
Portrait of a Man (1959),Grace Nichol,/record/21119?highlight=*:*
"Temple Cottage, Temple, View of Garden",Sir William George Gillies,/record/99221?highlight=*:*
Untitled (Unknown),T. Watson,/record/21799?highlight=*:*
Unknown,Forrest,/record/53495?highlight=*:*
Untitled (1963),Alison Keith,/record/22007?highlight=*:*
Architectural Interior,Katherine Binns,/record/21430?highlight=*:*
Untitled (24 Oct 1962),Peter Pretsell,/record/99792?highlight=*:*
Untitled (1962),Underwood,/record/21759?highlight=*:*
Portrait of a Standing Woman (07 Feb 1957),Albert Robson,/record/20814?highlight=*:*
Step 1 (2013),Maria Hadam,/record/21306?highlight=*:*
Untitled (2005),Claire Lindsay,/record/99868?highlight=*:*
Portrait of a Young Woman Sketching (1959),Denness Morton,/record/20887?highlight=*:*
Untitled - Hogs in a Butcher Shop (1984),Heidi J P Kosaniuk,/record/99435?highlight=*:*
Chinese damask robe (19th Century),Unknown,/record/100005?highlight=*:*
Landscape with Resting Harvesters (1953),John Houston,/record/111446?highlight=*:*
Cow in Interior (1974),Brent Miller,/record/21680?highlight=*:*
"Lloret de Mar, Costa Brava (1958)",Joan F. Biggins,/record/50614?highlight=*:*
Unknown (1950),John W. Corner,/record/50518?highlight=*:*
